cuNumeric.jl,1,3000000000,1,62.145050,48.274159
cuPyNumeric,1,3000000000,1,105.023600,28.565008
CUDA.jl,1,3000000000,1,51.803824, 57.915057915
cuNumeric.jl,2,6000000000,1,62.571750,95.889918
cuPyNumeric,2,6000000000,1,105.265750,56.998596
cuNumeric.jl,4,12000000000,1,62.924000,190.706249
cuPyNumeric,4,12000000000,1,105.371500,113.882786
cuNumeric.jl,8,24000000000,1,63.794350,376.208865
cuPyNumeric,8,24000000000,1,105.883350,226.664532
